TestID,Timestamp,DataVolume,DataSize_MB,Framework,EncryptionTime_ms,CPU_Overhead_Percent,Memory_Usage_GB,SystemLoad,DataSensitivity,EncryptionAlgorithm
12059,2024-11-05T22:25:48,Large,5140,Kunerva,578,6.77,1.99,74%,Low,AES-256-GCM
12060,2024-11-05T22:25:49,Large,8429,kubeFlower,628,7.17,2.95,72%,Low,AES-256-GCM
12061,2024-11-05T22:25:50,VeryLarge,34872,ATLAS,1295,5.35,1.58,57%,Medium,AES-128-GCM
12062,2024-11-05T22:25:51,VeryLarge,33996,ReplicaWatcher,1333,6.32,1.95,58%,High,ChaCha20-Poly1305
12063,2024-11-05T22:25:52,VeryLarge,39774,Kunerva,1507,6.44,2.18,42%,Medium,AES-256-GCM
12064,2024-11-05T22:25:53,VeryLarge,19964,kubeFlower,1471,6.77,3.11,43%,High,AES-128-GCM
12065,2024-11-05T22:25:54,Small,66,ATLAS,44,4.48,1.42,30%,Low,ChaCha20-Poly1305
12066,2024-11-05T22:25:55,Small,81,ReplicaWatcher,74,5.34,1.62,45%,High,AES-256-GCM
12067,2024-11-05T22:25:56,Small,12,Kunerva,87,5.64,1.82,36%,Low,ChaCha20-Poly1305
12068,2024-11-05T22:25:57,Small,79,kubeFlower,127,6.51,2.62,27%,High,AES-128-GCM
12069,2024-11-05T22:25:58,Medium,347,ATLAS,161,4.59,1.55,70%,Low,AES-256-GCM
12070,2024-11-05T22:25:59,Medium,246,ReplicaWatcher,193,5.59,1.66,39%,Low,ChaCha20-Poly1305
12071,2024-11-05T22:26:00,Medium,300,Kunerva,217,5.82,1.89,60%,Medium,AES-256-GCM
12072,2024-11-05T22:26:01,Medium,255,kubeFlower,262,6.55,2.82,21%,Medium,ChaCha20-Poly1305
12073,2024-11-05T22:26:02,Large,7599,ATLAS,488,4.89,1.55,76%,Medium,AES-128-GCM
12074,2024-11-05T22:26:03,Large,2360,ReplicaWatcher,595,6.18,1.76,39%,Low,ChaCha20-Poly1305
12075,2024-11-05T22:26:04,Large,6620,Kunerva,572,6.27,1.9,25%,Medium,AES-256-GCM
12076,2024-11-05T22:26:05,Large,9481,kubeFlower,626,6.75,2.98,21%,High,AES-128-GCM
12077,2024-11-05T22:26:06,VeryLarge,28491,ATLAS,1248,5.64,1.72,66%,High,ChaCha20-Poly1305
12078,2024-11-05T22:26:07,VeryLarge,45984,ReplicaWatcher,1330,6.35,1.83,61%,Medium,ChaCha20-Poly1305
12079,2024-11-05T22:26:08,VeryLarge,48826,Kunerva,1407,6.7,2.2,60%,High,AES-256-GCM
12080,2024-11-05T22:26:09,VeryLarge,34957,kubeFlower,1433,7.05,3.1,42%,High,AES-256-GCM
12081,2024-11-05T22:26:10,Small,26,ATLAS,47,4.31,1.43,74%,Low,ChaCha20-Poly1305
12082,2024-11-05T22:26:11,Small,44,ReplicaWatcher,77,5.17,1.49,39%,Low,AES-128-GCM
12083,2024-11-05T22:26:12,Small,84,Kunerva,91,6.04,1.84,34%,High,AES-256-GCM
12084,2024-11-05T22:26:13,Small,34,kubeFlower,123,6.18,2.6,76%,Low,AES-128-GCM
12085,2024-11-05T22:26:14,Medium,913,ATLAS,161,4.93,1.56,40%,Medium,AES-256-GCM
12086,2024-11-05T22:26:15,Medium,891,ReplicaWatcher,203,5.52,1.71,30%,High,ChaCha20-Poly1305
12087,2024-11-05T22:26:16,Medium,376,Kunerva,208,6.01,1.98,75%,High,AES-256-GCM
12088,2024-11-05T22:26:17,Medium,410,kubeFlower,279,6.8,2.79,74%,High,AES-128-GCM
12089,2024-11-05T22:26:18,Large,6306,ATLAS,497,5.23,1.59,24%,Low,AES-256-GCM
12090,2024-11-05T22:26:19,Large,8895,ReplicaWatcher,546,5.76,1.7,22%,High,AES-256-GCM
12091,2024-11-05T22:26:20,Large,2455,Kunerva,591,6.6,1.86,32%,High,AES-256-GCM
12092,2024-11-05T22:26:21,Large,1882,kubeFlower,652,6.73,3.07,34%,High,AES-256-GCM
12093,2024-11-05T22:26:22,VeryLarge,11266,ATLAS,1243,5.18,1.61,37%,Medium,AES-128-GCM
12094,2024-11-05T22:26:23,VeryLarge,33740,ReplicaWatcher,1433,6.19,1.97,64%,High,ChaCha20-Poly1305
12095,2024-11-05T22:26:24,VeryLarge,36918,Kunerva,1408,6.92,2.12,39%,High,AES-128-GCM
12096,2024-11-05T22:26:25,VeryLarge,42135,kubeFlower,1414,7.33,3.14,80%,Low,AES-128-GCM
12097,2024-11-05T22:26:26,Small,97,ATLAS,43,4.44,1.45,33%,High,ChaCha20-Poly1305
12098,2024-11-05T22:26:27,Small,67,ReplicaWatcher,82,5.29,1.57,48%,Medium,ChaCha20-Poly1305
12099,2024-11-05T22:26:28,Small,21,Kunerva,90,6.14,1.71,48%,High,AES-128-GCM
12100,2024-11-05T22:26:29,Small,73,kubeFlower,125,6.45,2.8,51%,High,AES-128-GCM
12101,2024-11-05T22:26:30,Medium,805,ATLAS,152,4.76,1.49,46%,Low,AES-128-GCM
12102,2024-11-05T22:26:31,Medium,916,ReplicaWatcher,195,5.52,1.73,42%,High,ChaCha20-Poly1305
12103,2024-11-05T22:26:32,Medium,596,Kunerva,219,6.23,1.86,56%,High,AES-128-GCM
12104,2024-11-05T22:26:33,Medium,694,kubeFlower,258,6.56,2.89,80%,Medium,AES-128-GCM
12105,2024-11-05T22:26:34,Large,8947,ATLAS,496,4.89,1.56,63%,High,ChaCha20-Poly1305
12106,2024-11-05T22:26:35,Large,8730,ReplicaWatcher,589,6.17,1.85,33%,Low,AES-256-GCM
12107,2024-11-05T22:26:36,Large,3301,Kunerva,571,6.41,1.88,76%,High,AES-256-GCM
12108,2024-11-05T22:26:37,Large,4188,kubeFlower,653,7.21,3.11,34%,Low,ChaCha20-Poly1305
12109,2024-11-05T22:26:38,VeryLarge,39614,ATLAS,1287,5.54,1.73,43%,Low,AES-256-GCM
12110,2024-11-05T22:26:39,VeryLarge,20719,ReplicaWatcher,1379,6.42,1.97,63%,High,AES-256-GCM
12111,2024-11-05T22:26:40,VeryLarge,35936,Kunerva,1484,7.02,2.12,37%,Low,AES-256-GCM
12112,2024-11-05T22:26:41,VeryLarge,28824,kubeFlower,1485,7.03,3.26,59%,Low,AES-256-GCM
12113,2024-11-05T22:26:42,Small,77,ATLAS,46,4.55,1.52,76%,High,ChaCha20-Poly1305
12114,2024-11-05T22:26:43,Small,54,ReplicaWatcher,82,5.36,1.48,50%,High,ChaCha20-Poly1305
12115,2024-11-05T22:26:44,Small,95,Kunerva,93,6.13,1.85,20%,Medium,ChaCha20-Poly1305
12116,2024-11-05T22:26:45,Small,59,kubeFlower,127,6.54,2.68,31%,High,AES-128-GCM
12117,2024-11-05T22:26:46,Medium,351,ATLAS,156,4.94,1.57,56%,Low,ChaCha20-Poly1305
12118,2024-11-05T22:26:47,Medium,570,ReplicaWatcher,191,5.45,1.63,37%,Medium,AES-128-GCM
12119,2024-11-05T22:26:48,Medium,133,Kunerva,209,6.06,1.85,24%,High,AES-128-GCM
12120,2024-11-05T22:26:49,Medium,318,kubeFlower,267,6.74,2.92,39%,High,ChaCha20-Poly1305
12121,2024-11-05T22:26:50,Large,6466,ATLAS,496,4.99,1.59,49%,Low,AES-256-GCM
12122,2024-11-05T22:26:51,Large,7300,ReplicaWatcher,578,6.07,1.75,23%,High,AES-128-GCM
12123,2024-11-05T22:26:52,Large,7589,Kunerva,616,6.76,2.04,56%,Low,AES-128-GCM
12124,2024-11-05T22:26:53,Large,8003,kubeFlower,680,6.97,3.07,34%,High,AES-128-GCM
12125,2024-11-05T22:26:54,VeryLarge,20005,ATLAS,1192,5.41,1.68,64%,Low,AES-128-GCM
12126,2024-11-05T22:26:55,VeryLarge,39406,ReplicaWatcher,1321,6.54,1.97,73%,Low,AES-256-GCM
12127,2024-11-05T22:26:56,VeryLarge,24687,Kunerva,1531,6.72,2.18,34%,Low,ChaCha20-Poly1305
12128,2024-11-05T22:26:57,VeryLarge,10714,kubeFlower,1419,7.0,2.99,66%,Low,AES-128-GCM
12129,2024-11-05T22:26:58,Small,11,ATLAS,46,4.39,1.51,75%,Low,ChaCha20-Poly1305
12130,2024-11-05T22:26:59,Small,30,ReplicaWatcher,77,4.94,1.64,60%,High,ChaCha20-Poly1305
12131,2024-11-05T22:27:00,Small,20,Kunerva,93,5.9,1.72,65%,Low,AES-128-GCM
12132,2024-11-05T22:27:01,Small,72,kubeFlower,124,6.49,2.74,66%,Medium,ChaCha20-Poly1305
12133,2024-11-05T22:27:02,Medium,360,ATLAS,152,4.85,1.51,24%,Low,AES-256-GCM
12134,2024-11-05T22:27:03,Medium,433,ReplicaWatcher,196,5.32,1.7,54%,Low,ChaCha20-Poly1305
12135,2024-11-05T22:27:04,Medium,145,Kunerva,217,6.41,1.8,73%,High,AES-256-GCM
12136,2024-11-05T22:27:05,Medium,467,kubeFlower,256,6.32,2.95,47%,High,AES-128-GCM
12137,2024-11-05T22:27:06,Large,1736,ATLAS,491,5.35,1.52,64%,Low,AES-256-GCM
12138,2024-11-05T22:27:07,Large,7227,ReplicaWatcher,563,5.7,1.71,48%,Medium,AES-256-GCM
12139,2024-11-05T22:27:08,Large,1823,Kunerva,596,6.35,2.03,53%,Low,AES-256-GCM
12140,2024-11-05T22:27:09,Large,1921,kubeFlower,663,6.75,3.01,48%,Low,AES-128-GCM
12141,2024-11-05T22:27:10,VeryLarge,32007,ATLAS,1250,5.45,1.59,52%,Low,AES-128-GCM
12142,2024-11-05T22:27:11,VeryLarge,37498,ReplicaWatcher,1409,6.03,1.95,54%,High,AES-256-GCM
12143,2024-11-05T22:27:12,VeryLarge,30091,Kunerva,1431,7.02,2.04,35%,Low,AES-128-GCM
12144,2024-11-05T22:27:13,VeryLarge,22946,kubeFlower,1542,7.08,3.26,58%,Medium,AES-128-GCM
12145,2024-11-05T22:27:14,Small,54,ATLAS,44,4.62,1.43,48%,Medium,ChaCha20-Poly1305
12146,2024-11-05T22:27:15,Small,67,ReplicaWatcher,75,5.22,1.61,65%,Low,AES-256-GCM
12147,2024-11-05T22:27:16,Small,82,Kunerva,86,5.9,1.86,29%,Low,AES-256-GCM
12148,2024-11-05T22:27:17,Small,38,kubeFlower,122,6.5,2.6,79%,Medium,AES-256-GCM
12149,2024-11-05T22:27:18,Medium,813,ATLAS,157,4.58,1.53,22%,High,ChaCha20-Poly1305
12150,2024-11-05T22:27:19,Medium,302,ReplicaWatcher,191,5.19,1.69,21%,Medium,ChaCha20-Poly1305
12151,2024-11-05T22:27:20,Medium,856,Kunerva,211,6.3,1.84,50%,Medium,AES-256-GCM
12152,2024-11-05T22:27:21,Medium,109,kubeFlower,259,6.58,2.73,27%,Medium,AES-128-GCM
12153,2024-11-05T22:27:22,Large,3015,ATLAS,482,5.33,1.62,22%,Low,ChaCha20-Poly1305
12154,2024-11-05T22:27:23,Large,2750,ReplicaWatcher,582,5.96,1.83,50%,High,AES-128-GCM
12155,2024-11-05T22:27:24,Large,2889,Kunerva,586,6.41,2.01,36%,Medium,AES-128-GCM
12156,2024-11-05T22:27:25,Large,9773,kubeFlower,641,6.76,3.08,48%,Low,AES-128-GCM
12157,2024-11-05T22:27:26,VeryLarge,21218,ATLAS,1302,5.26,1.7,79%,High,AES-256-GCM
12158,2024-11-05T22:27:27,VeryLarge,11755,ReplicaWatcher,1397,6.39,1.81,38%,High,AES-256-GCM
12159,2024-11-05T22:27:28,VeryLarge,14029,Kunerva,1423,6.49,2.24,32%,Medium,AES-256-GCM
12160,2024-11-05T22:27:29,VeryLarge,11326,kubeFlower,1472,7.16,2.99,46%,Medium,AES-128-GCM
12161,2024-11-05T22:27:30,Small,69,ATLAS,44,4.55,1.51,41%,Low,AES-128-GCM
12162,2024-11-05T22:27:31,Small,83,ReplicaWatcher,79,5.18,1.63,35%,Medium,AES-128-GCM
12163,2024-11-05T22:27:32,Small,81,Kunerva,87,5.73,1.87,58%,Medium,ChaCha20-Poly1305
12164,2024-11-05T22:27:33,Small,57,kubeFlower,123,6.47,2.6,37%,Low,AES-128-GCM
12165,2024-11-05T22:27:34,Medium,185,ATLAS,160,4.67,1.59,29%,High,AES-256-GCM
12166,2024-11-05T22:27:35,Medium,130,ReplicaWatcher,206,5.68,1.73,30%,Low,AES-128-GCM
12167,2024-11-05T22:27:36,Medium,502,Kunerva,209,6.09,1.86,70%,Low,AES-128-GCM
12168,2024-11-05T22:27:37,Medium,916,kubeFlower,276,6.77,2.73,76%,Medium,ChaCha20-Poly1305
12169,2024-11-05T22:27:38,Large,7579,ATLAS,506,5.07,1.55,26%,Medium,AES-128-GCM
12170,2024-11-05T22:27:39,Large,9478,ReplicaWatcher,561,5.63,1.85,74%,Low,AES-256-GCM
12171,2024-11-05T22:27:40,Large,8409,Kunerva,586,6.22,1.96,70%,Low,ChaCha20-Poly1305
12172,2024-11-05T22:27:41,Large,8214,kubeFlower,643,6.85,3.0,78%,Medium,AES-128-GCM
12173,2024-11-05T22:27:42,VeryLarge,41053,ATLAS,1294,5.25,1.68,77%,High,AES-128-GCM
12174,2024-11-05T22:27:43,VeryLarge,29516,ReplicaWatcher,1387,5.97,1.96,27%,Medium,AES-256-GCM
12175,2024-11-05T22:27:44,VeryLarge,11682,Kunerva,1475,7.02,2.12,32%,High,AES-256-GCM
12176,2024-11-05T22:27:45,VeryLarge,14038,kubeFlower,1437,6.98,3.19,58%,Low,AES-128-GCM
12177,2024-11-05T22:27:46,Small,73,ATLAS,43,4.41,1.48,73%,Medium,ChaCha20-Poly1305
12178,2024-11-05T22:27:47,Small,21,ReplicaWatcher,78,5.18,1.58,50%,Medium,AES-256-GCM
12179,2024-11-05T22:27:48,Small,62,Kunerva,90,6.0,1.82,50%,Medium,AES-128-GCM
12180,2024-11-05T22:27:49,Small,48,kubeFlower,122,6.28,2.65,21%,High,AES-256-GCM
12181,2024-11-05T22:27:50,Medium,716,ATLAS,160,5.01,1.52,50%,High,ChaCha20-Poly1305
12182,2024-11-05T22:27:51,Medium,392,ReplicaWatcher,189,5.19,1.67,49%,High,ChaCha20-Poly1305
12183,2024-11-05T22:27:52,Medium,159,Kunerva,202,6.0,1.96,64%,Medium,AES-256-GCM
12184,2024-11-05T22:27:53,Medium,594,kubeFlower,264,6.64,2.96,62%,Medium,ChaCha20-Poly1305
12185,2024-11-05T22:27:54,Large,4370,ATLAS,503,5.34,1.63,62%,Medium,AES-256-GCM
12186,2024-11-05T22:27:55,Large,5646,ReplicaWatcher,568,5.71,1.84,39%,High,AES-128-GCM
12187,2024-11-05T22:27:56,Large,1830,Kunerva,570,6.22,1.91,32%,High,ChaCha20-Poly1305
12188,2024-11-05T22:27:57,Large,7822,kubeFlower,688,6.73,2.85,23%,High,ChaCha20-Poly1305
12189,2024-11-05T22:27:58,VeryLarge,19687,ATLAS,1219,5.3,1.71,49%,Low,ChaCha20-Poly1305
12190,2024-11-05T22:27:59,VeryLarge,23393,ReplicaWatcher,1454,6.5,1.94,56%,Low,ChaCha20-Poly1305
12191,2024-11-05T22:28:00,VeryLarge,43389,Kunerva,1449,6.87,2.05,25%,High,AES-256-GCM
12192,2024-11-05T22:28:01,VeryLarge,11285,kubeFlower,1472,6.95,3.09,80%,High,ChaCha20-Poly1305
12193,2024-11-05T22:28:02,Small,42,ATLAS,46,4.48,1.45,46%,Low,AES-128-GCM
12194,2024-11-05T22:28:03,Small,60,ReplicaWatcher,76,4.91,1.58,30%,Low,ChaCha20-Poly1305
12195,2024-11-05T22:28:04,Small,5,Kunerva,85,6.08,1.75,72%,Low,AES-128-GCM
12196,2024-11-05T22:28:05,Small,87,kubeFlower,123,5.92,2.72,63%,Medium,AES-128-GCM
12197,2024-11-05T22:28:06,Medium,489,ATLAS,154,4.88,1.45,70%,Medium,ChaCha20-Poly1305
12198,2024-11-05T22:28:07,Medium,452,ReplicaWatcher,189,5.52,1.63,20%,Medium,AES-256-GCM
12199,2024-11-05T22:28:08,Medium,283,Kunerva,203,5.97,1.97,32%,Low,ChaCha20-Poly1305
12200,2024-11-05T22:28:09,Medium,252,kubeFlower,276,6.84,2.9,23%,Low,AES-128-GCM
12201,2024-11-05T22:28:10,Large,3223,ATLAS,495,5.14,1.64,63%,High,AES-128-GCM
12202,2024-11-05T22:28:11,Large,6171,ReplicaWatcher,557,6.18,1.7,25%,Low,AES-128-GCM
12203,2024-11-05T22:28:12,Large,2117,Kunerva,575,6.35,2.0,60%,Medium,AES-256-GCM
12204,2024-11-05T22:28:13,Large,4646,kubeFlower,669,6.95,2.98,79%,High,AES-128-GCM
12205,2024-11-05T22:28:14,VeryLarge,17321,ATLAS,1192,5.69,1.64,55%,Medium,ChaCha20-Poly1305
12206,2024-11-05T22:28:15,VeryLarge,32844,ReplicaWatcher,1448,6.21,1.93,46%,Low,AES-256-GCM
12207,2024-11-05T22:28:16,VeryLarge,44019,Kunerva,1421,6.49,2.23,70%,Low,AES-256-GCM
12208,2024-11-05T22:28:17,VeryLarge,31199,kubeFlower,1542,6.82,3.01,31%,High,AES-128-GCM
12209,2024-11-05T22:28:18,Small,25,ATLAS,44,4.36,1.53,57%,Low,ChaCha20-Poly1305
12210,2024-11-05T22:28:19,Small,47,ReplicaWatcher,77,5.14,1.61,51%,Low,ChaCha20-Poly1305
12211,2024-11-05T22:28:20,Small,92,Kunerva,90,6.03,1.78,63%,Medium,AES-128-GCM
12212,2024-11-05T22:28:21,Small,30,kubeFlower,126,6.02,2.78,69%,High,AES-256-GCM
12213,2024-11-05T22:28:22,Medium,644,ATLAS,161,4.61,1.49,42%,Low,ChaCha20-Poly1305
12214,2024-11-05T22:28:23,Medium,954,ReplicaWatcher,193,5.71,1.65,69%,High,AES-128-GCM
12215,2024-11-05T22:28:24,Medium,621,Kunerva,212,5.85,1.97,31%,High,AES-256-GCM
12216,2024-11-05T22:28:25,Medium,397,kubeFlower,266,6.66,2.77,24%,Medium,AES-256-GCM
12217,2024-11-05T22:28:26,Large,7087,ATLAS,479,5.36,1.57,47%,High,AES-128-GCM
12218,2024-11-05T22:28:27,Large,9457,ReplicaWatcher,564,5.82,1.86,51%,Medium,AES-256-GCM
12219,2024-11-05T22:28:28,Large,5408,Kunerva,597,6.34,1.9,41%,High,AES-128-GCM
12220,2024-11-05T22:28:29,Large,3373,kubeFlower,676,7.02,3.09,57%,High,AES-128-GCM
12221,2024-11-05T22:28:30,VeryLarge,13614,ATLAS,1248,5.56,1.65,66%,Low,AES-256-GCM
12222,2024-11-05T22:28:31,VeryLarge,23478,ReplicaWatcher,1433,6.34,1.85,41%,Medium,AES-128-GCM
12223,2024-11-05T22:28:32,VeryLarge,35685,Kunerva,1467,6.93,2.23,27%,Medium,AES-256-GCM
12224,2024-11-05T22:28:33,VeryLarge,10659,kubeFlower,1512,6.96,3.13,27%,High,AES-128-GCM
12225,2024-11-05T22:28:34,Small,72,ATLAS,47,4.31,1.49,45%,Medium,ChaCha20-Poly1305
12226,2024-11-05T22:28:35,Small,32,ReplicaWatcher,78,5.2,1.63,50%,Low,AES-128-GCM
12227,2024-11-05T22:28:36,Small,17,Kunerva,85,6.1,1.76,31%,Low,AES-128-GCM
12228,2024-11-05T22:28:37,Small,99,kubeFlower,122,6.24,2.82,42%,Medium,AES-128-GCM
12229,2024-11-05T22:28:38,Medium,705,ATLAS,161,4.63,1.58,54%,Low,AES-256-GCM
12230,2024-11-05T22:28:39,Medium,619,ReplicaWatcher,195,5.4,1.7,39%,High,AES-128-GCM
12231,2024-11-05T22:28:40,Medium,895,Kunerva,220,6.01,1.95,20%,High,ChaCha20-Poly1305
12232,2024-11-05T22:28:41,Medium,963,kubeFlower,259,6.3,2.74,38%,Low,AES-256-GCM
12233,2024-11-05T22:28:42,Large,8832,ATLAS,486,5.33,1.57,63%,High,AES-256-GCM
12234,2024-11-05T22:28:43,Large,5688,ReplicaWatcher,541,5.79,1.76,55%,Low,AES-256-GCM
12235,2024-11-05T22:28:44,Large,5558,Kunerva,564,6.43,1.89,80%,Medium,ChaCha20-Poly1305
12236,2024-11-05T22:28:45,Large,1299,kubeFlower,684,6.58,2.97,35%,High,AES-256-GCM
12237,2024-11-05T22:28:46,VeryLarge,35585,ATLAS,1189,5.68,1.71,35%,Low,ChaCha20-Poly1305
12238,2024-11-05T22:28:47,VeryLarge,46353,ReplicaWatcher,1413,6.03,1.93,31%,Medium,AES-128-GCM
12239,2024-11-05T22:28:48,VeryLarge,20291,Kunerva,1433,6.61,2.23,26%,Low,AES-128-GCM
12240,2024-11-05T22:28:49,VeryLarge,13572,kubeFlower,1440,6.96,3.13,23%,Medium,AES-256-GCM
12241,2024-11-05T22:28:50,Small,12,ATLAS,46,4.46,1.49,61%,High,AES-128-GCM
12242,2024-11-05T22:28:51,Small,96,ReplicaWatcher,79,5.0,1.51,80%,Medium,AES-256-GCM
12243,2024-11-05T22:28:52,Small,78,Kunerva,93,5.83,1.73,64%,Medium,AES-256-GCM
12244,2024-11-05T22:28:53,Small,16,kubeFlower,121,6.51,2.73,75%,Medium,AES-128-GCM
12245,2024-11-05T22:28:54,Medium,656,ATLAS,161,4.86,1.45,33%,Low,AES-128-GCM
12246,2024-11-05T22:28:55,Medium,950,ReplicaWatcher,204,5.25,1.72,65%,Low,ChaCha20-Poly1305
12247,2024-11-05T22:28:56,Medium,954,Kunerva,205,6.09,1.86,25%,Medium,ChaCha20-Poly1305
12248,2024-11-05T22:28:57,Medium,262,kubeFlower,258,6.65,2.87,63%,Low,ChaCha20-Poly1305
12249,2024-11-05T22:28:58,Large,4981,ATLAS,499,5.17,1.64,32%,Medium,ChaCha20-Poly1305
12250,2024-11-05T22:28:59,Large,6752,ReplicaWatcher,573,6.03,1.75,57%,Medium,AES-128-GCM
12251,2024-11-05T22:29:00,Large,4076,Kunerva,597,6.17,1.93,39%,Medium,AES-128-GCM
12252,2024-11-05T22:29:01,Large,6177,kubeFlower,658,7.13,2.87,48%,Medium,ChaCha20-Poly1305
12253,2024-11-05T22:29:02,VeryLarge,37380,ATLAS,1288,5.42,1.73,29%,High,ChaCha20-Poly1305
12254,2024-11-05T22:29:03,VeryLarge,44768,ReplicaWatcher,1383,6.33,1.89,42%,Medium,AES-128-GCM
12255,2024-11-05T22:29:04,VeryLarge,13618,Kunerva,1436,6.79,2.08,26%,High,AES-256-GCM
12256,2024-11-05T22:29:05,VeryLarge,48384,kubeFlower,1430,7.26,3.04,30%,High,ChaCha20-Poly1305
12257,2024-11-05T22:29:06,Small,52,ATLAS,47,4.63,1.52,42%,Medium,ChaCha20-Poly1305
12258,2024-11-05T22:29:07,Small,46,ReplicaWatcher,78,5.14,1.59,40%,Medium,AES-256-GCM
12259,2024-11-05T22:29:08,Small,55,Kunerva,92,5.62,1.76,36%,Low,AES-256-GCM
12260,2024-11-05T22:29:09,Small,97,kubeFlower,122,6.01,2.76,77%,Low,ChaCha20-Poly1305
12261,2024-11-05T22:29:10,Medium,917,ATLAS,154,4.54,1.53,32%,Low,AES-256-GCM
12262,2024-11-05T22:29:11,Medium,566,ReplicaWatcher,202,5.59,1.6,48%,High,AES-256-GCM
12263,2024-11-05T22:29:12,Medium,422,Kunerva,206,5.82,1.93,22%,Low,AES-128-GCM
12264,2024-11-05T22:29:13,Medium,409,kubeFlower,266,6.72,2.73,62%,High,AES-256-GCM
12265,2024-11-05T22:29:14,Large,6614,ATLAS,471,5.28,1.6,24%,High,AES-256-GCM
12266,2024-11-05T22:29:15,Large,3078,ReplicaWatcher,564,5.89,1.76,26%,Medium,AES-128-GCM
12267,2024-11-05T22:29:16,Large,6650,Kunerva,573,6.68,2.04,37%,Low,ChaCha20-Poly1305
12268,2024-11-05T22:29:17,Large,2352,kubeFlower,671,7.14,2.84,69%,High,ChaCha20-Poly1305
12269,2024-11-05T22:29:18,VeryLarge,22025,ATLAS,1277,5.48,1.61,43%,High,ChaCha20-Poly1305
12270,2024-11-05T22:29:19,VeryLarge,15822,ReplicaWatcher,1456,6.22,1.87,21%,Low,AES-256-GCM
12271,2024-11-05T22:29:20,VeryLarge,12338,Kunerva,1442,6.49,2.23,53%,Low,ChaCha20-Poly1305
12272,2024-11-05T22:29:21,VeryLarge,25701,kubeFlower,1414,7.17,2.99,78%,Medium,AES-128-GCM
12273,2024-11-05T22:29:22,Small,85,ATLAS,47,4.43,1.41,78%,Medium,ChaCha20-Poly1305
12274,2024-11-05T22:29:23,Small,17,ReplicaWatcher,77,5.3,1.55,46%,Low,AES-256-GCM
12275,2024-11-05T22:29:24,Small,48,Kunerva,92,6.18,1.83,60%,High,AES-128-GCM
12276,2024-11-05T22:29:25,Small,13,kubeFlower,123,6.13,2.67,45%,High,AES-256-GCM
12277,2024-11-05T22:29:26,Medium,880,ATLAS,161,4.75,1.59,80%,Low,AES-128-GCM
12278,2024-11-05T22:29:27,Medium,918,ReplicaWatcher,190,5.39,1.72,21%,High,AES-128-GCM
12279,2024-11-05T22:29:28,Medium,142,Kunerva,211,6.27,1.89,72%,High,ChaCha20-Poly1305
12280,2024-11-05T22:29:29,Medium,443,kubeFlower,270,6.69,2.97,75%,High,AES-256-GCM
12281,2024-11-05T22:29:30,Large,2830,ATLAS,494,5.06,1.64,58%,Medium,ChaCha20-Poly1305
12282,2024-11-05T22:29:31,Large,8901,ReplicaWatcher,568,6.11,1.82,61%,High,AES-128-GCM
12283,2024-11-05T22:29:32,Large,9692,Kunerva,608,6.36,1.95,23%,Medium,AES-256-GCM
12284,2024-11-05T22:29:33,Large,8049,kubeFlower,684,6.57,3.01,74%,High,ChaCha20-Poly1305
12285,2024-11-05T22:29:34,VeryLarge,27855,ATLAS,1282,5.7,1.57,39%,Low,AES-128-GCM
12286,2024-11-05T22:29:35,VeryLarge,45723,ReplicaWatcher,1395,6.09,1.95,51%,High,ChaCha20-Poly1305
12287,2024-11-05T22:29:36,VeryLarge,27575,Kunerva,1445,6.83,2.08,32%,Low,AES-128-GCM
12288,2024-11-05T22:29:37,VeryLarge,18324,kubeFlower,1451,6.93,3.11,47%,High,AES-256-GCM
12289,2024-11-05T22:29:38,Small,63,ATLAS,46,4.33,1.45,58%,Low,AES-256-GCM
12290,2024-11-05T22:29:39,Small,67,ReplicaWatcher,77,5.11,1.61,33%,Medium,AES-256-GCM
12291,2024-11-05T22:29:40,Small,15,Kunerva,89,5.99,1.81,61%,Low,AES-256-GCM
12292,2024-11-05T22:29:41,Small,40,kubeFlower,120,5.94,2.67,20%,Low,AES-256-GCM
12293,2024-11-05T22:29:42,Medium,543,ATLAS,157,4.7,1.46,63%,High,ChaCha20-Poly1305
12294,2024-11-05T22:29:43,Medium,392,ReplicaWatcher,193,5.68,1.67,48%,High,AES-256-GCM
12295,2024-11-05T22:29:44,Medium,330,Kunerva,205,6.3,1.84,71%,Low,AES-128-GCM
12296,2024-11-05T22:29:45,Medium,596,kubeFlower,256,6.47,2.84,49%,Medium,AES-256-GCM
12297,2024-11-05T22:29:46,Large,5306,ATLAS,483,5.08,1.58,37%,Low,AES-256-GCM
12298,2024-11-05T22:29:47,Large,2514,ReplicaWatcher,593,6.07,1.75,59%,Medium,AES-256-GCM
12299,2024-11-05T22:29:48,Large,6763,Kunerva,580,6.25,1.89,26%,Low,AES-256-GCM
12300,2024-11-05T22:29:49,Large,6750,kubeFlower,686,6.6,3.02,40%,High,AES-128-GCM
12301,2024-11-05T22:29:50,VeryLarge,41409,ATLAS,1254,5.48,1.6,50%,High,ChaCha20-Poly1305
12302,2024-11-05T22:29:51,VeryLarge,18619,ReplicaWatcher,1425,6.37,1.86,69%,Medium,ChaCha20-Poly1305
12303,2024-11-05T22:29:52,VeryLarge,37611,Kunerva,1473,6.62,2.14,73%,Medium,ChaCha20-Poly1305
12304,2024-11-05T22:29:53,VeryLarge,10465,kubeFlower,1501,6.89,3.18,39%,Low,AES-256-GCM
